"Pais","Region","fecha","idEmail","TotalRecipients","bounce","SuccessfulRecipients","uniqueOpens","OpenRate","uniqueClicks","consideracion","satisfaccion","anio","mes","dia","nombreDia","mesNombre"
"San_Martín","Caribe",2016-11-04,"EAuL12156cTuU76",71,28,43,34,0.79,3,1,7,2016,11,4,"Viernes","Noviembre"
"Barbados","Caribe",2015-10-08,"EAuL12042bNeE71",50,13,37,19,0.51,2,4,9,2015,10,8,"Jueves","Octubre"
"Haiti","Caribe",2015-04-13,"EAuL11977vNeE810",91,29,62,35,0.56,28,1,10,2015,4,13,"Lunes","Abril"
"Trinidad_y_Tobago","Caribe",2015-07-12,"EAuL11967bRaA910",105,37,68,42,0.62,27,4,3,2015,7,12,"Domingo","Julio"
"Islas_Caiman","Caribe",2015-10-23,"EAuL12157yZlL87",108,36,72,43,0.6,22,1,6,2015,10,23,"Viernes","Octubre"
"Islas_Caiman","Caribe",2015-11-21,"EAuL11893vOmM610",39,7,32,14,0.44,5,1,2,2015,11,21,"Sábado","Noviembre"
"Curazao","Caribe",2016-05-25,"EAuL11857gFmM62",29,4,25,5,0.2,17,4,6,2016,5,25,"Miércoles","Mayo"
"Trinidad_y_Tobago","Caribe",2016-09-07,"EAuL11934yMoO63",78,29,49,35,0.71,24,4,9,2016,9,7,"Miércoles","Septiembre"
"Haiti","Caribe",2016-01-25,"EAuL12151hSuU16",104,38,66,43,0.65,27,1,4,2016,1,25,"Lunes","Enero"
"San_Martín","Caribe",2016-12-06,"EAuL11762tGbB35",93,34,59,40,0.68,1,5,8,2016,12,6,"Martes","Diciembre"
"Jamaica","Caribe",2015-01-26,"EAuL12214fNoO35",104,41,63,46,0.73,2,2,4,2015,1,26,"Lunes","Enero"
"Trinidad_y_Tobago","Caribe",2015-02-24,"EAuL12052sYsS108",57,22,35,30,0.86,29,1,4,2015,2,24,"Martes","Febrero"
"Rep_Dominicana","Caribe",2015-06-24,"EAuL11914lSlL12",110,43,67,49,0.73,5,3,10,2015,6,24,"Miércoles","Junio"
"Curazao","Caribe",2015-10-02,"EAuL11940wBgG17",55,17,38,25,0.66,4,5,9,2015,10,2,"Viernes","Octubre"
"Islas_Caiman","Caribe",2016-03-02,"EAuL11959jOiI12",23,5,18,13,0.72,28,1,7,2016,3,2,"Miércoles","Marzo"
"Jamaica","Caribe",2015-05-09,"EAuL11882hNwW910",65,28,37,35,0.95,18,2,5,2015,5,9,"Sábado","Mayo"
"Curazao","Caribe",2015-08-25,"EAuL11993uMjJ110",74,21,53,26,0.49,26,1,2,2015,8,25,"Martes","Agosto"
"Rep_Dominicana","Caribe",2016-02-12,"EAuL11997zYlL103",50,19,31,25,0.81,3,4,4,2016,2,12,"Viernes","Febrero"
"Jamaica","Caribe",2015-06-08,"EAuL12028uPyY52",116,44,72,49,0.68,11,4,10,2015,6,8,"Lunes","Junio"
"Jamaica","Caribe",2015-09-16,"EAuL11956aPsS106",75,30,45,36,0.8,26,2,2,2015,9,16,"Miércoles","Septiembre"
"Islas_Caiman","Caribe",2015-04-16,"EAuL12080qKqQ33",21,6,15,8,0.53,26,1,8,2015,4,16,"Jueves","Abril"
"Islas_Caiman","Caribe",2015-07-01,"EAuL11835oSuU910",82,32,50,38,0.76,2,4,1,2015,7,1,"Miércoles","Julio"
"Jamaica","Caribe",2015-05-16,"EAuL12077lTjJ65",31,12,19,18,0.95,22,4,1,2015,5,16,"Sábado","Mayo"
"Haiti","Caribe",2015-10-18,"EAuL12148nAkK44",18,7,11,8,0.73,11,1,1,2015,10,18,"Domingo","Octubre"
"Barbados","Caribe",2015-01-25,"EAuL11995dVeE48",62,22,40,29,0.72,6,2,4,2015,1,25,"Domingo","Enero"
"Trinidad_y_Tobago","Caribe",2016-07-12,"EAuL12046sNgG75",38,5,33,12,0.36,2,2,4,2016,7,12,"Martes","Julio"
"Islas_Caiman","Caribe",2016-10-27,"EAuL11991kQrR16",56,10,46,16,0.35,24,4,7,2016,10,27,"Jueves","Octubre"
"Islas_Caiman","Caribe",2015-11-28,"EAuL11893oUaA55",107,39,68,46,0.68,19,4,9,2015,11,28,"Sábado","Noviembre"
"Haiti","Caribe",2016-06-08,"EAuL12094cDeE44",57,19,38,25,0.66,7,4,10,2016,6,8,"Miércoles","Junio"
"Jamaica","Caribe",2016-11-29,"EAuL11950gQeE94",29,9,20,10,0.5,23,4,1,2016,11,29,"Martes","Noviembre"
"Curazao","Caribe",2016-06-02,"EAuL11884mUrR13",86,36,50,43,0.86,26,2,6,2016,6,2,"Jueves","Junio"
"Islas_Caiman","Caribe",2016-10-16,"EAuL12130rIwW33",88,29,59,37,0.63,8,4,7,2016,10,16,"Domingo","Octubre"
"San_Martín","Caribe",2016-07-13,"EAuL12188tBkK108",103,41,62,47,0.76,20,3,5,2016,7,13,"Miércoles","Julio"
"Islas_Caiman","Caribe",2015-08-20,"EAuL11880uMzZ110",30,10,20,18,0.9,8,1,8,2015,8,20,"Jueves","Agosto"
"Islas_Caiman","Caribe",2015-03-01,"EAuL11949xRlL35",60,18,42,24,0.57,5,2,8,2015,3,1,"Domingo","Marzo"
"Santa_Lucía","Caribe",2016-11-14,"EAuL11857fZzZ25",80,25,55,31,0.56,9,4,7,2016,11,14,"Lunes","Noviembre"
"Guadalupe","Caribe",2016-03-18,"EAuL11810jShH104",55,21,34,26,0.76,16,3,3,2016,3,18,"Viernes","Marzo"
"Rep_Dominicana","Caribe",2015-10-31,"EAuL11904qAjJ45",32,4,28,5,0.18,30,1,2,2015,10,31,"Sábado","Octubre"
"San_Martín","Caribe",2016-05-23,"EAuL11949pYxX62",21,8,13,9,0.69,6,5,4,2016,5,23,"Lunes","Mayo"
"Jamaica","Caribe",2015-01-09,"EAuL12156jOgG86",106,36,70,41,0.59,2,3,1,2015,1,9,"Viernes","Enero"
"Rep_Dominicana","Caribe",2016-10-07,"EAuL12056cVgG12",47,11,36,17,0.47,11,5,3,2016,10,7,"Viernes","Octubre"
"San_Martín","Caribe",2016-12-10,"EAuL12270hKuU51",40,16,24,23,0.96,21,1,2,2016,12,10,"Sábado","Diciembre"
"Islas_Caiman","Caribe",2015-07-02,"EAuL12045bFzZ33",29,7,22,13,0.59,5,5,8,2015,7,2,"Jueves","Julio"
"Curazao","Caribe",2015-08-01,"EAuL12012hRfF49",114,41,73,47,0.64,6,5,6,2015,8,1,"Sábado","Agosto"
"Haiti","Caribe",2015-04-13,"EAuL12121jZsS63",95,41,54,47,0.87,4,1,10,2015,4,13,"Lunes","Abril"
"Trinidad_y_Tobago","Caribe",2015-02-25,"EAuL11897hTxX44",90,34,56,40,0.71,16,5,9,2015,2,25,"Miércoles","Febrero"
"Haiti","Caribe",2015-07-30,"EAuL12078zWpP53",78,26,52,32,0.62,22,4,8,2015,7,30,"Jueves","Julio"
"Haiti","Caribe",2016-03-09,"EAuL12121aQvV65",108,37,71,44,0.62,5,3,1,2016,3,9,"Miércoles","Marzo"
"Jamaica","Caribe",2016-11-23,"EAuL11986zFlL41",72,31,41,36,0.88,18,4,2,2016,11,23,"Miércoles","Noviembre"
"Rep_Dominicana","Caribe",2016-08-05,"EAuL12101vBmM91",66,21,45,28,0.62,20,4,7,2016,8,5,"Viernes","Agosto"
"Rep_Dominicana","Caribe",2015-02-23,"EAuL11849yIzZ15",57,21,36,28,0.78,9,5,8,2015,2,23,"Lunes","Febrero"
"Rep_Dominicana","Caribe",2015-10-05,"EAuL11957wViI43",59,14,45,20,0.44,30,5,9,2015,10,5,"Lunes","Octubre"
"Barbados","Caribe",2015-10-04,"EAuL12047oFaA110",60,11,49,19,0.39,26,3,4,2015,10,4,"Domingo","Octubre"
"San_Martín","Caribe",2016-10-09,"EAuL11944tVeE110",86,32,54,38,0.7,29,3,4,2016,10,9,"Domingo","Octubre"
"Barbados","Caribe",2016-06-30,"EAuL12025oKpP86",31,9,22,14,0.64,28,3,5,2016,6,30,"Jueves","Junio"
"Jamaica","Caribe",2015-11-19,"EAuL11939dKeE94",34,9,25,14,0.56,10,1,1,2015,11,19,"Jueves","Noviembre"
"Haiti","Caribe",2015-10-27,"EAuL12019vSbB95",69,20,49,28,0.57,19,2,9,2015,10,27,"Martes","Octubre"
"Rep_Dominicana","Caribe",2016-04-24,"EAuL12028kMxX44",60,23,37,29,0.78,21,5,6,2016,4,24,"Domingo","Abril"
"San_Martín","Caribe",2015-05-24,"EAuL11937aAsS41",71,21,50,28,0.56,28,2,10,2015,5,24,"Domingo","Mayo"
"San_Martín","Caribe",2016-08-14,"EAuL12027tWnN58",52,10,42,17,0.4,4,3,1,2016,8,14,"Domingo","Agosto"
"Rep_Dominicana","Caribe",2016-03-12,"EAuL12072gCzZ36",105,43,62,48,0.77,27,1,6,2016,3,12,"Sábado","Marzo"
"Jamaica","Caribe",2016-07-28,"EAuL11900kJjJ101",67,25,42,33,0.79,1,4,1,2016,7,28,"Jueves","Julio"
"Barbados","Caribe",2015-01-24,"EAuL11895kVzZ37",30,6,24,11,0.46,4,4,5,2015,1,24,"Sábado","Enero"
"Curazao","Caribe",2016-10-08,"EAuL12083qZiI67",96,40,56,47,0.84,2,1,6,2016,10,8,"Sábado","Octubre"
"Guadalupe","Caribe",2015-02-06,"EAuL12033rYwW69",60,13,47,21,0.45,28,4,8,2015,2,6,"Viernes","Febrero"
"Curazao","Caribe",2015-11-07,"EAuL11993zXjJ76",25,4,21,6,0.29,22,4,1,2015,11,7,"Sábado","Noviembre"
"Guadalupe","Caribe",2015-10-29,"EAuL11957vIwW18",66,19,47,24,0.51,16,4,10,2015,10,29,"Jueves","Octubre"
"Barbados","Caribe",2016-12-25,"EAuL11900fApP97",53,9,44,14,0.32,22,4,6,2016,12,25,"Domingo","Diciembre"
"Curazao","Caribe",2016-05-20,"EAuL12026zDbB73",54,20,34,28,0.82,2,2,7,2016,5,20,"Viernes","Mayo"
"Rep_Dominicana","Caribe",2016-01-06,"EAuL11999gMeE49",24,4,20,5,0.25,8,2,2,2016,1,6,"Miércoles","Enero"
"Guadalupe","Caribe",2015-12-07,"EAuL11913xTyY47",44,9,35,15,0.43,10,3,5,2015,12,7,"Lunes","Diciembre"
"Haiti","Caribe",2015-10-14,"EAuL11850xYiI33",65,15,50,20,0.4,14,4,9,2015,10,14,"Miércoles","Octubre"
"Trinidad_y_Tobago","Caribe",2016-11-05,"EAuL11975wVbB17",95,39,56,44,0.79,5,4,10,2016,11,5,"Sábado","Noviembre"
"Haiti","Caribe",2015-04-09,"EAuL11874rYvV109",16,6,10,7,0.7,28,1,4,2015,4,9,"Jueves","Abril"
"Santa_Lucía","Caribe",2016-12-30,"EAuL11952cDdD106",88,31,57,37,0.65,3,4,1,2016,12,30,"Viernes","Diciembre"
"Rep_Dominicana","Caribe",2015-08-19,"EAuL12136hRbB88",40,5,35,11,0.31,8,1,4,2015,8,19,"Miércoles","Agosto"
"Rep_Dominicana","Caribe",2015-11-24,"EAuL12034iAwW33",91,27,64,35,0.55,19,2,8,2015,11,24,"Martes","Noviembre"
"Curazao","Caribe",2015-01-26,"EAuL11989cYoO47",36,13,23,19,0.83,16,4,2,2015,1,26,"Lunes","Enero"
"Islas_Caiman","Caribe",2016-06-24,"EAuL12102xLbB99",33,8,25,16,0.64,30,5,4,2016,6,24,"Viernes","Junio"
"Santa_Lucía","Caribe",2016-11-13,"EAuL11844aOkK33",49,14,35,20,0.57,24,4,6,2016,11,13,"Domingo","Noviembre"
"Islas_Caiman","Caribe",2015-06-16,"EAuL11992xZvV105",79,23,56,31,0.55,28,4,5,2015,6,16,"Martes","Junio"
"Guadalupe","Caribe",2015-05-04,"EAuL11935pSyY54",65,25,40,32,0.8,22,3,1,2015,5,4,"Lunes","Mayo"
"Islas_Caiman","Caribe",2015-09-03,"EAuL12083lJjJ76",40,11,29,19,0.66,1,4,1,2015,9,3,"Jueves","Septiembre"
"Jamaica","Caribe",2016-02-26,"EAuL12028fXuU109",66,27,39,33,0.85,19,4,2,2016,2,26,"Viernes","Febrero"
"Santa_Lucía","Caribe",2016-08-06,"EAuL12021fWkK44",35,13,22,20,0.91,18,1,6,2016,8,6,"Sábado","Agosto"
"Jamaica","Caribe",2015-04-11,"EAuL11718aDaA93",102,39,63,44,0.7,22,4,6,2015,4,11,"Sábado","Abril"
"Santa_Lucía","Caribe",2015-10-11,"EAuL11914mQmM56",79,24,55,29,0.53,2,4,5,2015,10,11,"Domingo","Octubre"
"Barbados","Caribe",2015-06-17,"EAuL12095tMhH39",107,38,69,44,0.64,4,4,1,2015,6,17,"Miércoles","Junio"
"Santa_Lucía","Caribe",2015-02-14,"EAuL12154wNlL36",40,16,24,22,0.92,25,3,2,2015,2,14,"Sábado","Febrero"
"Haiti","Caribe",2015-03-08,"EAuL12069hTeE97",111,44,67,50,0.75,20,4,5,2015,3,8,"Domingo","Marzo"
"Trinidad_y_Tobago","Caribe",2016-01-04,"EAuL12032kVdD103",78,29,49,37,0.76,30,1,9,2016,1,4,"Lunes","Enero"
"Curazao","Caribe",2015-07-02,"EAuL11910vQbB510",99,43,56,50,0.89,10,5,2,2015,7,2,"Jueves","Julio"
"Curazao","Caribe",2016-07-22,"EAuL12047tOuU106",63,23,40,28,0.7,26,5,10,2016,7,22,"Viernes","Julio"
"Jamaica","Caribe",2016-03-30,"EAuL11874dUbB27",40,7,33,9,0.27,11,4,6,2016,3,30,"Miércoles","Marzo"
"Jamaica","Caribe",2016-01-27,"EAuL12007hWrR41",54,15,39,21,0.54,8,4,5,2016,1,27,"Miércoles","Enero"
"San_Martín","Caribe",2016-08-18,"EAuL12090pHiI79",57,22,35,27,0.77,14,2,9,2016,8,18,"Jueves","Agosto"
"Guadalupe","Caribe",2016-12-07,"EAuL11999eAuU107",88,33,55,39,0.71,25,5,1,2016,12,7,"Miércoles","Diciembre"
"Rep_Dominicana","Caribe",2016-10-30,"EAuL12096cZjJ34",69,22,47,28,0.6,8,4,1,2016,10,30,"Domingo","Octubre"
"Haiti","Caribe",2016-11-29,"EAuL12038wTpP1010",95,41,54,49,0.91,18,1,6,2016,11,29,"Martes","Noviembre"
"Trinidad_y_Tobago","Caribe",2016-10-26,"EAuL11930tGxX88",56,17,39,23,0.59,16,2,8,2016,10,26,"Miércoles","Octubre"
"Islas_Caiman","Caribe",2016-09-18,"EAuL12079xFrR15",39,7,32,13,0.41,5,1,2,2016,9,18,"Domingo","Septiembre"
"Haiti","Caribe",2015-03-02,"EAuL11923pTnN17",60,18,42,24,0.57,30,4,4,2015,3,2,"Lunes","Marzo"
"Santa_Lucía","Caribe",2015-05-12,"EAuL11983nJwW104",87,33,54,39,0.72,4,2,8,2015,5,12,"Martes","Mayo"
"Jamaica","Caribe",2015-06-19,"EAuL11987mOeE67",107,38,69,45,0.65,7,3,7,2015,6,19,"Viernes","Junio"
"Islas_Caiman","Caribe",2015-05-22,"EAuL11987gAvV210",73,24,49,30,0.61,9,5,8,2015,5,22,"Viernes","Mayo"
"Curazao","Caribe",2016-04-25,"EAuL11784jAfF13",55,11,44,19,0.43,16,1,5,2016,4,25,"Lunes","Abril"
"Rep_Dominicana","Caribe",2016-11-08,"EAuL12015nIzZ103",53,10,43,17,0.4,24,2,4,2016,11,8,"Martes","Noviembre"
"Haiti","Caribe",2016-07-07,"EAuL12134sLaA12",52,9,43,17,0.4,14,1,6,2016,7,7,"Jueves","Julio"
"Islas_Caiman","Caribe",2015-11-18,"EAuL11947mPgG56",87,38,49,44,0.9,1,1,5,2015,11,18,"Miércoles","Noviembre"
"Barbados","Caribe",2015-05-27,"EAuL11972wIsS109",81,35,46,41,0.89,20,5,9,2015,5,27,"Miércoles","Mayo"
"Santa_Lucía","Caribe",2015-01-01,"EAuL12051zQwW44",96,36,60,42,0.7,10,5,4,2015,1,1,"Jueves","Enero"
"Curazao","Caribe",2016-10-20,"EAuL11979wObB89",63,15,48,21,0.44,30,3,8,2016,10,20,"Jueves","Octubre"
"San_Martín","Caribe",2016-02-03,"EAuL12026pTnN29",71,21,50,27,0.54,26,1,9,2016,2,3,"Miércoles","Febrero"
"Guadalupe","Caribe",2016-05-09,"EAuL12258gHwW16",60,13,47,18,0.38,20,4,7,2016,5,9,"Lunes","Mayo"
"Jamaica","Caribe",2016-04-14,"EAuL12013zTbB72",52,8,44,16,0.36,10,5,7,2016,4,14,"Jueves","Abril"
"Barbados","Caribe",2016-04-14,"EAuL12112rKzZ79",74,20,54,28,0.52,21,1,10,2016,4,14,"Jueves","Abril"
"Rep_Dominicana","Caribe",2016-10-21,"EAuL12049nRwW81",77,25,52,31,0.6,4,5,7,2016,10,21,"Viernes","Octubre"
"Islas_Caiman","Caribe",2016-11-18,"EAuL12066xIyY16",26,7,19,12,0.63,15,4,2,2016,11,18,"Viernes","Noviembre"
"Barbados","Caribe",2016-06-11,"EAuL11974lKbB83",84,28,56,35,0.62,10,2,10,2016,6,11,"Sábado","Junio"
"Jamaica","Caribe",2015-11-07,"EAuL12077zOeE45",70,28,42,34,0.81,22,3,7,2015,11,7,"Sábado","Noviembre"
"Guadalupe","Caribe",2016-10-25,"EAuL11969mYhH71",46,7,39,9,0.23,10,5,8,2016,10,25,"Martes","Octubre"
"San_Martín","Caribe",2016-01-08,"EAuL11979hSqQ55",35,8,27,10,0.37,22,5,7,2016,1,8,"Viernes","Enero"
"Curazao","Caribe",2016-11-26,"EAuL11868sXgG102",68,17,51,22,0.43,5,4,10,2016,11,26,"Sábado","Noviembre"
"Guadalupe","Caribe",2015-10-18,"EAuL11908qAkK510",92,42,50,48,0.96,14,5,3,2015,10,18,"Domingo","Octubre"
"Trinidad_y_Tobago","Caribe",2015-03-18,"EAuL11942oPaA99",39,9,30,10,0.33,16,2,10,2015,3,18,"Miércoles","Marzo"
"Guadalupe","Caribe",2016-11-09,"EAuL12049jBdD36",58,13,45,20,0.44,24,1,3,2016,11,9,"Miércoles","Noviembre"
"Islas_Caiman","Caribe",2015-05-09,"EAuL12092tMhH43",62,21,41,26,0.63,22,2,4,2015,5,9,"Sábado","Mayo"
"Santa_Lucía","Caribe",2015-10-02,"EAuL11890bUeE25",91,37,54,42,0.78,5,3,4,2015,10,2,"Viernes","Octubre"
"Barbados","Caribe",2016-09-07,"EAuL11883lXlL84",36,8,28,10,0.36,12,4,2,2016,9,7,"Miércoles","Septiembre"
"Rep_Dominicana","Caribe",2016-11-03,"EAuL11926dOgG73",80,36,44,41,0.93,21,3,6,2016,11,3,"Jueves","Noviembre"
"Islas_Caiman","Caribe",2016-11-09,"EAuL12016jXgG88",50,12,38,17,0.45,22,5,7,2016,11,9,"Miércoles","Noviembre"
"Jamaica","Caribe",2016-10-24,"EAuL11892vXgG15",14,5,9,6,0.67,18,3,4,2016,10,24,"Lunes","Octubre"
"Haiti","Caribe",2015-06-19,"EAuL12078nNjJ79",82,23,59,31,0.53,4,1,10,2015,6,19,"Viernes","Junio"
"Curazao","Caribe",2015-02-19,"EAuL12045pAvV98",40,6,34,8,0.24,23,3,1,2015,2,19,"Jueves","Febrero"
"Guadalupe","Caribe",2016-10-03,"EAuL12103zLrR93",14,5,9,6,0.67,9,5,2,2016,10,3,"Lunes","Octubre"
"Curazao","Caribe",2015-11-19,"EAuL12084gSaA81",100,37,63,44,0.7,11,2,3,2015,11,19,"Jueves","Noviembre"
"Santa_Lucía","Caribe",2015-11-02,"EAuL12060oVlL73",82,29,53,36,0.68,30,4,4,2015,11,2,"Lunes","Noviembre"
"San_Martín","Caribe",2016-01-18,"EAuL11987xSyY210",70,23,47,29,0.62,12,3,1,2016,1,18,"Lunes","Enero"
"Haiti","Caribe",2015-08-31,"EAuL12043wEzZ24",65,27,38,34,0.89,25,2,10,2015,8,31,"Lunes","Agosto"
"Curazao","Caribe",2016-05-11,"EAuL12054nDdD11",36,10,26,17,0.65,11,4,9,2016,5,11,"Miércoles","Mayo"
"Guadalupe","Caribe",2015-04-05,"EAuL11764lDuU24",36,8,28,13,0.46,22,1,2,2015,4,5,"Domingo","Abril"
"Curazao","Caribe",2016-11-05,"EAuL11974uZhH107",68,18,50,23,0.46,2,4,9,2016,11,5,"Sábado","Noviembre"
"Trinidad_y_Tobago","Caribe",2015-10-22,"EAuL12072aEoO37",90,27,63,34,0.54,15,4,3,2015,10,22,"Jueves","Octubre"
"San_Martín","Caribe",2016-11-30,"EAuL12026oMiI56",82,28,54,35,0.65,7,1,10,2016,11,30,"Miércoles","Noviembre"
"Guadalupe","Caribe",2015-05-21,"EAuL11912bAvV107",56,21,35,26,0.74,24,2,2,2015,5,21,"Jueves","Mayo"
"Curazao","Caribe",2015-05-31,"EAuL12015yVeE44",65,22,43,28,0.65,10,1,2,2015,5,31,"Domingo","Mayo"
"Barbados","Caribe",2015-03-25,"EAuL12065gVuU25",54,18,36,26,0.72,2,5,1,2015,3,25,"Miércoles","Marzo"
"Guadalupe","Caribe",2015-11-27,"EAuL12160rArR82",44,8,36,16,0.44,15,5,10,2015,11,27,"Viernes","Noviembre"
"Haiti","Caribe",2015-10-28,"EAuL12055mBxX46",96,43,53,50,0.94,17,3,2,2015,10,28,"Miércoles","Octubre"
"Islas_Caiman","Caribe",2016-05-19,"EAuL11945pXlL410",26,6,20,8,0.4,24,4,8,2016,5,19,"Jueves","Mayo"
"Curazao","Caribe",2015-04-21,"EAuL12170nJbB95",68,26,42,33,0.79,30,5,5,2015,4,21,"Martes","Abril"
"San_Martín","Caribe",2016-01-01,"EAuL12062zXkK93",49,14,35,22,0.63,6,3,1,2016,1,1,"Viernes","Enero"
"Trinidad_y_Tobago","Caribe",2016-06-16,"EAuL11984xTjJ26",38,4,34,12,0.35,18,4,6,2016,6,16,"Jueves","Junio"
"Haiti","Caribe",2016-12-30,"EAuL12097mAdD47",79,30,49,37,0.76,21,2,5,2016,12,30,"Viernes","Diciembre"
"San_Martín","Caribe",2015-03-24,"EAuL12021xHeE24",69,20,49,25,0.51,4,5,10,2015,3,24,"Martes","Marzo"
"Guadalupe","Caribe",2015-11-29,"EAuL12097pKwW47",89,28,61,34,0.56,6,2,4,2015,11,29,"Domingo","Noviembre"
"Islas_Caiman","Caribe",2016-11-13,"EAuL12062yOjJ1010",107,41,66,49,0.74,14,2,8,2016,11,13,"Domingo","Noviembre"
"Jamaica","Caribe",2016-09-11,"EAuL12144fPzZ81",52,9,43,15,0.35,4,1,6,2016,9,11,"Domingo","Septiembre"
"Haiti","Caribe",2016-08-27,"EAuL11782bRbB59",96,32,64,40,0.62,3,1,8,2016,8,27,"Sábado","Agosto"
"Curazao","Caribe",2016-12-16,"EAuL11975jMkK810",50,12,38,19,0.5,22,2,3,2016,12,16,"Viernes","Diciembre"
"Santa_Lucía","Caribe",2016-05-30,"EAuL12072gUqQ75",76,32,44,37,0.84,11,3,6,2016,5,30,"Lunes","Mayo"
"San_Martín","Caribe",2015-08-15,"EAuL12199uArR49",47,5,42,13,0.31,27,3,2,2015,8,15,"Sábado","Agosto"
"Guadalupe","Caribe",2016-07-07,"EAuL12101pFyY56",81,28,53,34,0.64,9,2,7,2016,7,7,"Jueves","Julio"
"Islas_Caiman","Caribe",2016-10-19,"EAuL11832tXeE98",57,25,32,30,0.94,15,3,9,2016,10,19,"Miércoles","Octubre"
"Islas_Caiman","Caribe",2015-11-12,"EAuL11790wHuU31",112,42,70,48,0.69,4,2,8,2015,11,12,"Jueves","Noviembre"
"Islas_Caiman","Caribe",2016-04-19,"EAuL12053tJzZ106",26,7,19,15,0.79,15,3,1,2016,4,19,"Martes","Abril"
"Jamaica","Caribe",2016-03-16,"EAuL12049vQfF52",72,28,44,35,0.8,12,2,3,2016,3,16,"Miércoles","Marzo"
"Santa_Lucía","Caribe",2016-01-07,"EAuL12131yRqQ88",34,7,27,14,0.52,22,4,5,2016,1,7,"Jueves","Enero"
"Islas_Caiman","Caribe",2016-11-16,"EAuL11983fMhH56",30,4,26,5,0.19,6,4,6,2016,11,16,"Miércoles","Noviembre"
"Haiti","Caribe",2016-03-18,"EAuL12051nGcC73",104,35,69,43,0.62,26,5,8,2016,3,18,"Viernes","Marzo"
"Jamaica","Caribe",2015-09-07,"EAuL12124pJqQ81",35,7,28,9,0.32,20,3,2,2015,9,7,"Lunes","Septiembre"
"Curazao","Caribe",2015-08-31,"EAuL11932gLpP63",92,32,60,40,0.67,28,2,10,2015,8,31,"Lunes","Agosto"
"Jamaica","Caribe",2015-12-23,"EAuL12097eGhH710",83,31,52,36,0.69,28,3,10,2015,12,23,"Miércoles","Diciembre"
"Jamaica","Caribe",2016-12-03,"EAuL11958nNoO14",76,24,52,30,0.58,20,5,6,2016,12,3,"Sábado","Diciembre"
"Curazao","Caribe",2016-07-26,"EAuL11882eXeE96",58,20,38,26,0.68,6,1,6,2016,7,26,"Martes","Julio"
"Islas_Caiman","Caribe",2015-04-25,"EAuL12053iXlL86",107,38,69,44,0.64,9,2,6,2015,4,25,"Sábado","Abril"
"Santa_Lucía","Caribe",2015-01-09,"EAuL11944aIkK22",76,22,54,30,0.56,7,5,4,2015,1,9,"Viernes","Enero"
"Jamaica","Caribe",2015-07-01,"EAuL11823vRzZ75",98,36,62,42,0.68,27,4,8,2015,7,1,"Miércoles","Julio"
"Rep_Dominicana","Caribe",2015-08-21,"EAuL11919iJwW102",40,5,35,7,0.2,9,4,1,2015,8,21,"Viernes","Agosto"
"Guadalupe","Caribe",2016-12-13,"EAuL12129tAlL43",96,37,59,42,0.71,8,4,5,2016,12,13,"Martes","Diciembre"
"Barbados","Caribe",2016-08-31,"EAuL12079tPnN55",36,4,32,5,0.16,10,4,3,2016,8,31,"Miércoles","Agosto"
"Curazao","Caribe",2015-03-21,"EAuL12063gNgG910",68,30,38,37,0.97,16,4,10,2015,3,21,"Sábado","Marzo"
"Haiti","Caribe",2016-08-28,"EAuL11778zTiI210",36,5,31,6,0.19,6,2,10,2016,8,28,"Domingo","Agosto"
"Santa_Lucía","Caribe",2015-10-20,"EAuL11991bDsS103",42,7,35,15,0.43,17,5,1,2015,10,20,"Martes","Octubre"
"Islas_Caiman","Caribe",2015-12-28,"EAuL12307eYdD410",64,25,39,33,0.85,29,4,3,2015,12,28,"Lunes","Diciembre"
"Jamaica","Caribe",2015-05-28,"EAuL12008eOgG63",34,13,21,19,0.9,29,2,6,2015,5,28,"Jueves","Mayo"
"Barbados","Caribe",2015-09-04,"EAuL12000yPmM38",79,33,46,41,0.89,6,1,9,2015,9,4,"Viernes","Septiembre"
"Barbados","Caribe",2015-04-25,"EAuL11929zMjJ87",57,21,36,26,0.72,30,1,2,2015,4,25,"Sábado","Abril"
"Rep_Dominicana","Caribe",2016-07-02,"EAuL11987uFlL98",43,16,27,24,0.89,17,4,6,2016,7,2,"Sábado","Julio"
"Santa_Lucía","Caribe",2016-02-16,"EAuL11838xRyY53",27,4,23,5,0.22,2,3,10,2016,2,16,"Martes","Febrero"
"Santa_Lucía","Caribe",2016-03-27,"EAuL11998uKoO510",43,15,28,20,0.71,15,3,3,2016,3,27,"Domingo","Marzo"
"Guadalupe","Caribe",2016-08-28,"EAuL11929tZmM55",62,19,43,26,0.6,1,1,3,2016,8,28,"Domingo","Agosto"
"Curazao","Caribe",2015-01-01,"EAuL12213bStT85",101,43,58,50,0.86,4,5,5,2015,1,1,"Jueves","Enero"
"Islas_Caiman","Caribe",2016-02-20,"EAuL11934cAiI41",86,35,51,43,0.84,27,1,8,2016,2,20,"Sábado","Febrero"
"Guadalupe","Caribe",2016-06-21,"EAuL12258pLlL87",74,26,48,34,0.71,9,2,5,2016,6,21,"Martes","Junio"
"Santa_Lucía","Caribe",2016-10-24,"EAuL12169rJnN106",90,32,58,38,0.66,28,5,4,2016,10,24,"Lunes","Octubre"
"San_Martín","Caribe",2016-03-15,"EAuL12281dHdD92",77,33,44,41,0.93,29,2,7,2016,3,15,"Martes","Marzo"
